function	description	10918.38802.R1.fastq.gz	10918.38895.R1.fastq.gz	10918.38896.R1.fastq.gz	10918.38899.R1.fastq.gz	10918.38903.R1.fastq.gz	10918.39015.R1.fastq.gz	10918.39024.R1.fastq.gz	10918.39025.R1.fastq.gz	10918.39027.R1.fastq.gz	10918.39028.R1.fastq.gz	10918.39029.R1.fastq.gz	10918.39125.R1.fastq.gz	10918.39127.R1.fastq.gz	10918.39130.R1.fastq.gz	10918.39136.R1.fastq.gz
K01841	pepM; phosphoenolpyruvate phosphomutase [EC:5.4.2.9]	1.42	512.25	0.0	0.0	0.0	6.42	0.0	3.08	1.42	0.0	0.0	9.0	0.0	1.33	0.0
K01843	kamA; lysine 2,3-aminomutase [EC:5.4.3.2]	368.82	18170.1	348.2	14153.0	452.8	16.75	18.0	1120.0	2249.33	36.35	1331.1	196.92	17252.5	4063.5	30.0
K01844	kamD; beta-lysine 5,6-aminomutase alpha subunit [EC:5.4.3.3]	0.0	317.0	0.0	253.0	0.0	1.75	4.0	72.75	0.0	8.0	70.0	3.0	698.0	2.0	0.0
K01845	hemL; glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]	16142.66	13903.85	6670.219999999999	4333.099999999999	9566.51	4653.67	7111.0	1866.1	7752.280000000001	6107.17	10453.170000000002	1734.77	2619.4	6183.93	9113.77
K01846	glmS, mutS, mamA; methylaspartate mutase sigma subunit [EC:5.4.99.1]	0.0	0.0	0.0	0.0	0.0	1.75	0.0	66.25	122.0	8.0	4.0	14.5	0.0	182.0	0.0
K01847	MUT; methylmalonyl-CoA mutase [EC:5.4.99.2]	31577.84	58469.2	11384.54	29742.6	8409.4	3728.2	4282.2	4121.7	13859.06	10552.0	15949.14	3117.14	35035.8	18934.6	8887.6
K01848	E5.4.99.2A, mcmA1; methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	15321.0	11507.0	4888.0	728.0	3920.0	274.0	40.0	521.5	920.0	5264.0	3210.0	1324.0	2251.0	4884.0	4017.0
K01849	E5.4.99.2B, mcmA2; methylmalonyl-CoA mutase, C-terminal domain [EC:5.4.99.2]	15346.0	11507.0	4888.0	744.0	3920.0	274.0	40.0	550.5	920.0	5265.0	3210.0	1324.0	2251.0	4884.0	4017.0
K01854	glf; UDP-galactopyranose mutase [EC:5.4.99.9]	14600.75	23475.5	16486.5	17351.0	7872.0	14494.4	1618.2	13689.12	3439.9	25335.42	12196.8	23798.75	16128.2	12410.5	15123.67
K01856	catB; muconate cycloisomerase [EC:5.5.1.1]	4.0	0.0	0.0	0.0	0.67	0.0	0.0	0.0	22.5	19.4	28.9	0.0	0.0	0.0	723.7
K01857	pcaB; 3-carboxy-cis,cis-muconate cycloisomerase [EC:5.5.1.2]	0.0	0.0	0.0	0.0	0.67	0.0	0.0	36.0	22.5	12.4	28.9	0.0	0.0	0.0	723.7
K01858	INO1, ISYNA1; myo-inositol-1-phosphate synthase [EC:5.5.1.4]	13838.55	22418.0	16245.0	16233.0	7598.0	12300.0	48.0	13394.75	3564.4	24808.5	11047.8	23553.5	28934.5	12434.5	14589.0
K01866	YARS, tyrS; tyrosyl-tRNA synthetase [EC:6.1.1.1]	32250.73	38947.37	23991.75	24848.27	18100.31	19161.32	21598.7	16654.29	11822.43	32143.77	22755.07	26384.93	36162.27	18952.43	24843.44
K01867	WARS, trpS; tryptophanyl-tRNA synthetase [EC:6.1.1.2]	32274.51	38866.02	24023.75	25920.77	22679.709999999995	19182.2	21416.5	16650.61	12467.31	31802.370000000003	22805.87	26456.23	36179.87	18969.1	27767.74
K01868	TARS, thrS; threonyl-tRNA synthetase [EC:6.1.1.3]	32295.31	39102.62	23951.75	24766.77	17947.98	19166.4	22498.7	16641.21	12289.01	31750.77	22514.07	26386.93	36162.27	18951.1	25456.44
K01869	LARS, leuS; leucyl-tRNA synthetase [EC:6.1.1.4]	32295.31	38735.62	23951.75	24774.77	17947.31	19160.4	24082.7	16644.54	11799.01	31750.77	22481.07	26384.93	36162.27	18951.1	24843.44
K01870	IARS, ileS; isoleucyl-tRNA synthetase [EC:6.1.1.5]	32285.81	38713.62	23951.75	24766.77	17947.31	19160.4	21381.7	16641.21	11921.01	31750.77	22774.07	26384.93	39716.77	18951.1	24843.44
K01872	AARS, alaS; alanyl-tRNA synthetase [EC:6.1.1.7]	32279.73	41790.47	24368.800000000003	25595.27	18476.65	19597.47	23687.9	16777.739999999998	12408.43	32228.37	23563.17	26463.43	36501.47	18961.43	25233.44
K01873	VARS, valS; valyl-tRNA synthetase [EC:6.1.1.9]	32312.31	41697.62	23953.75	25414.77	17947.31	19635.4	24842.7	16641.21	12144.01	32034.77	22996.07	26387.93	37628.27	19063.1	24843.44
K01874	MARS, metG; methionyl-tRNA synthetase [EC:6.1.1.10]	32568.23	38930.37	24101.1	24844.77	18121.85	19190.82	20824.7	16681.79	12342.93	32182.27	22719.07	26424.43	36175.27	18965.43	24846.44
K01875	SARS, serS; seryl-tRNA synthetase [EC:6.1.1.11]	32295.31	38730.72	24291.95	24777.77	18258.11	19160.4	21667.7	16643.88	11808.01	31753.04	22486.17	26384.93	36162.27	18951.1	24986.11
K01876	aspS; aspartyl-tRNA synthetase [EC:6.1.1.12]	32331.81	39134.62	23951.75	25027.77	18061.31	19167.4	20866.7	16644.21	14594.009999999998	31750.77	23234.07	26432.93	40446.77	18951.1	24853.44
K01878	glyQ; glycyl-tRNA synthetase alpha chain [EC:6.1.1.14]	18147.47	12756.37	7608.23	3956.77	10082.77	5881.58	16375.5	2971.68	2770.86	6118.1	8255.6	2400.26	6035.57	6280.27	9657.77
K01879	glyS; glycyl-tRNA synthetase beta chain [EC:6.1.1.14]	18150.47	12756.37	7608.23	3956.77	10082.77	5881.58	16375.5	2972.68	2770.86	6118.1	8255.6	2400.26	6035.57	6280.27	9657.77
K01880	GARS, glyS1; glycyl-tRNA synthetase [EC:6.1.1.14]	14101.84	25968.25	16343.52	20818.0	7864.54	13278.82	5006.2	13669.53	9028.15	25632.67	14147.47	23984.67	30126.7	12670.83	15185.67
K01881	PARS, proS; prolyl-tRNA synthetase [EC:6.1.1.15]	32765.31	40990.72	24555.95	24857.77	18593.11	19160.4	33464.7	16685.21	11935.01	31830.37	22702.17	26508.93	36185.27	18969.1	24879.44
K01883	CARS, cysS; cysteinyl-tRNA synthetase [EC:6.1.1.16]	32249.31	38735.62	23951.75	24774.77	18053.31	19160.4	22186.7	16641.21	12043.01	31750.77	22403.07	26384.93	36162.27	18951.1	24843.44
K01884	cysS1; cysteinyl-tRNA synthetase, unknown class [EC:6.1.1.16]	0.0	0.0	0.0	0.0	0.0	1.75	0.0	31.25	0.0	7.0	0.0	0.0	0.0	0.0	0.0
K01885	EARS, gltX; glutamyl-tRNA synthetase [EC:6.1.1.17]	43798.71	46435.850000000006	39237.72	31615.6	24682.18	29762.57	8485.2	27646.550000000003	11927.18	56209.34	32002.97	48952.77	49979.1	27155.430000000004	38990.44
K01886	QARS, glnS; glutaminyl-tRNA synthetase [EC:6.1.1.18]	16061.49	31551.2	6972.92	18236.1	9906.31	4574.9	6043.2	2698.38	11280.76	6193.6	11952.07	1839.27	22922.1	10080.1	9356.1
K01887	RARS, argS; arginyl-tRNA synthetase [EC:6.1.1.19]	32295.31	38735.62	23951.75	24797.77	17947.31	19166.4	20888.7	16641.21	11808.01	32152.77	22541.57	26384.93	36162.27	18953.1	24843.44
K01889	FARSA, pheS; phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20]	32249.31	38746.62	23951.75	24774.77	17947.31	19160.4	20576.7	16641.21	11799.01	31750.77	22403.07	26384.93	36162.27	18951.1	24843.44
K01890	FARSB, pheT; phenylalanyl-tRNA synthetase beta chain [EC:6.1.1.20]	32249.31	39358.62	23951.75	25280.77	17947.31	19160.4	22194.7	16641.21	11921.01	31750.77	22543.07	26384.93	37558.27	18951.1	24843.44
K01892	HARS, hisS; histidyl-tRNA synthetase [EC:6.1.1.21]	32249.31	38724.62	23991.75	24774.77	17994.31	19160.4	20607.7	16641.21	11818.01	31755.77	22464.07	26413.93	36162.27	18951.1	24843.44
K01893	NARS, asnS; asparaginyl-tRNA synthetase [EC:6.1.1.22]	3079.41	22573.12	2762.25	17451.77	6524.64	6529.4	21307.7	3616.04	10599.51	1649.2	9221.17	1503.93	17946.27	5589.1	5418.57
K01894	gluQ; glutamyl-Q tRNA(Asp) synthetase [EC:6.1.1.-]	256.14	1192.6	1659.87	3054.6	5396.969999999999	3172.0	4199.0	1040.6	3891.3600000000006	70.0	6182.170000000001	121.77	236.4	1055.6	4395.099999999999
K01895	ACSS, acs; acetyl-CoA synthetase [EC:6.2.1.1]	1670.12	18790.1	1825.7	15086.6	5453.31	3284.0	4209.0	2267.52	5061.93	298.57	5963.200000000001	573.1	16133.9	5196.1	5861.969999999999
K01897	ACSL, fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3]	71551.59	103167.25	71788.2	85422.6	44509.38	54185.72	4708.3	57143.75000000001	17213.95	106983.86	54269.2	97218.15	118233.5	56219.93000000001	72993.91
K01902	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	13944.89	6364.6	17915.87	9702.6	13017.969999999998	16171.0	4240.0	14575.85	4156.360000000001	25292.92	16425.17	23759.02	16923.9	12036.1	19664.77
K01903	sucC; succinyl-CoA synthetase beta subunit [EC:6.2.1.5]	13930.89	6364.6	17915.87	9491.6	13017.969999999998	16171.0	4240.0	14575.85	7424.36	25292.92	16425.17	23752.02	16923.9	12026.1	19664.77
K01906	bioW; 6-carboxyhexanoate--CoA ligase [EC:6.2.1.14]	15304.0	11190.0	4888.0	471.0	3920.0	274.0	36.0	496.0	920.0	5244.0	3140.0	1324.0	1553.0	4884.0	4017.0
K01907	AACS, acsA; acetoacetyl-CoA synthetase [EC:6.2.1.16]	0.0	0.0	0.0	2.0	0.67	0.0	0.0	0.0	0.0	7.0	0.0	7.0	0.0	0.0	613.0
K01908	prpE; propionyl-CoA synthetase [EC:6.2.1.17]	230.27	1051.2	1583.2	1446.6	709.4	3150.2	4190.2	1031.2	1016.73	18.0	4195.8	25.8	216.8	1039.6	804.6
K01910	citC; [citrate (pro-3S)-lyase] ligase [EC:6.2.1.22]	813.3199999999999	1693.85	2037.2	2929.6	5709.4	3180.17	16312.5	2195.9300000000003	2043.62	660.6	5457.6	877.5999999999999	506.9	1101.93	1463.6999999999998
K01911	menE; O-succinylbenzoic acid---CoA ligase [EC:6.2.1.26]	16554.82	30163.6	6830.87	15766.6	9625.8	4175.0	16331.0	2752.3500000000004	8234.43	5806.77	10603.07	1945.27	17713.9	10177.1	8481.57
K01912	paaK; phenylacetate-CoA ligase [EC:6.2.1.30]	2299.15	36324.600000000006	1893.2	28155.6	5476.139999999999	3386.0	4219.0	4176.849999999999	5685.7	1469.25	8833.5	642.3499999999999	32251.4	11414.1	5069.099999999999
K01914	asnA; aspartate--ammonia ligase [EC:6.3.1.1]	879.6500000000001	22339.87	2333.58	15690.77	5991.14	4892.98	8133.7	3435.96	8248.93	1505.7	7327.5	1247.7600000000002	17417.27	5395.77	5361.57
K01915	glnA, GLUL; glutamine synthetase [EC:6.3.1.2]	47006.6	85484.37000000001	40364.92	56944.77	25805.67	32027.22	25076.9	31340.16	18872.66	57591.69	38100.54	50566.18000000001	82110.47	35580.43	45368.11
K01916	nadE; NAD+ synthase [EC:6.3.1.5]	2557.7	12365.47	7497.73	1942.77	5387.37	5178.78	16363.7	2960.95	2085.23	5673.27	7632.9	2398.46	958.97	1401.27	6375.4400000000005
K01918	panC; pantoate--beta-alanine ligase [EC:6.3.2.1]	16477.81	30195.95	6981.57	17549.1	9830.77	3930.32	5196.2	2868.3	8326.68	5459.77	10943.07	1937.77	21472.1	10136.43	9011.77
K01919	gshA; glutamate--cysteine ligase [EC:6.3.2.2]	16231.89	6597.35	18539.55	9232.6	13476.509999999998	17774.42	16570.5	14602.18	2114.9500000000003	25485.5	14971.5	24309.1	13991.9	9685.93	19549.1
K01920	gshB; glutathione synthase [EC:6.3.2.3]	255.47000000000003	1192.6	1655.2	2600.6	5395.969999999999	3172.0	4199.0	1040.6	1687.0300000000002	92.0	4627.5	104.1	234.4	1057.6	4395.099999999999
K01921	ddl; D-alanine-D-alanine ligase [EC:6.3.2.4]	32868.880000000005	40300.39	25749.300000000003	27669.04	23502.65	22446.73	25610.7	17824.64	13628.870000000004	31904.87	28677.34	26611.19	37190.34	20100.37	29699.01
K01922	PPCS, COAB; phosphopantothenate---cysteine ligase (ATP) [EC:6.3.2.51]	671.17	28.67	520.0	94.67	351.0	56.33	12137.5	1233.33	2341.16	366.0	1815.67	908.33	236.17	117.67	735.67
K01923	purC; phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:6.3.2.6]	32231.31	38712.72	24291.95	24778.77	18258.11	19067.4	20576.7	16631.21	12052.01	31741.37	22430.17	26356.93	36132.27	18897.1	24843.44
K01924	murC; UDP-N-acetylmuramate--alanine ligase [EC:6.3.2.8]	32293.640000000003	39053.62	23947.08	25036.77	17964.31	19195.4	21385.7	16743.21	9716.68	31760.77	20929.4	26410.26	36899.27	19015.1	24843.44
K01925	murD; UDP-N-acetylmuramoylalanine--D-glutamate ligase [EC:6.3.2.9]	32249.31	39030.62	23951.75	25027.77	17947.31	19160.4	20580.7	16641.21	11921.01	32156.77	22926.07	26384.93	36948.27	18951.1	24843.44
K01926	rex; redox-sensing transcriptional repressor	3318.67	21497.02	1366.38	15192.67	1450.34	2678.15	29192.7	2579.36	3561.75	1245.6	3679.1	1511.66	21937.870000000003	4487.5	1219.67
K01928	murE; UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [EC:6.3.2.13]	33861.73	39405.37	24109.75	25292.27	18032.31	21324.32	22942.7	16761.29	12025.43	32059.77	23001.07	26348.93	37426.27	19206.43	24843.44
K01929	murF; UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [EC:6.3.2.10]	32249.31	39041.62	23951.75	25027.77	17947.31	19166.4	22190.7	16652.21	11801.01	31759.77	22473.07	26387.93	36860.27	18955.1	24843.44
K01933	purM; phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.3.1]	32248.31	39403.62	23953.75	25414.77	17947.31	19542.4	22946.7	16613.21	12386.51	32024.77	22907.07	26359.93	37598.27	19009.1	24842.44
K01934	MTHFS; 5-formyltetrahydrofolate cyclo-ligase [EC:6.3.3.2]	32269.31	38724.62	23951.75	24785.77	17968.31	19160.4	20576.7	16641.21	11677.01	31753.77	22406.07	26369.93	36146.27	18951.1	24843.44
K01935	bioD; dethiobiotin synthetase [EC:6.3.3.3]	16246.71	31908.45	8228.919999999998	18374.2	14851.81	7788.17	11614.0	3679.28	6618.48	6069.1	15451.77	1804.37	21445.3	11244.03	12665.999999999998
K01937	pyrG, CTPS; CTP synthase [EC:6.3.4.2]	32239.31	38713.52	23602.55	24766.77	17530.510000000002	19158.65	21381.7	16580.96	12033.01	31750.17	22387.97	26384.93	36136.27	18951.1	24843.44
K01938	fhs; formate--tetrahydrofolate ligase [EC:6.3.4.3]	32137.74	37426.02	22479.55	20893.17	12532.34	15318.4	17520.2	16743.11	10239.48	31511.27	18561.57	26927.83	36075.37	17920.5	19986.34
K01939	purA, ADSS; adenylosuccinate synthase [EC:6.3.4.4]	32256.81	38724.62	23951.75	24774.77	17947.31	19160.4	22186.7	16628.21	11801.01	31750.77	22768.07	26382.93	39714.77	18951.1	24843.44
K01940	argG, ASS1; argininosuccinate synthase [EC:6.3.4.5]	32167.81	38686.95	23812.42	24758.1	17815.31	18995.32	20552.7	16387.63	11785.18	31560.1	22757.07	26107.27	39627.1	18784.43	24029.1
K01941	E6.3.4.6; urea carboxylase [EC:6.3.4.6]	25.6	141.4	72.0	1146.0	4686.57	21.8	8.8	9.4	650.8	52.400000000000006	404.19999999999993	56.8	17.6	18.0	3552.9999999999995
K01945	purD; phosphoribosylamine---glycine ligase [EC:6.3.4.13]	32273.31	38712.62	23953.75	24777.77	17958.31	19074.4	20862.7	16594.88	11921.01	31742.44	22470.07	26441.93	36140.27	18927.1	24992.11
K01947	birA-coaX; biotin---[acetyl-CoA-carboxylase] ligase / type III pantothenate kinase [EC:6.3.4.15 2.7.1.33]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0
K01950	E6.3.5.1, NADSYN1, QNS1, nadE; NAD+ synthase (glutamine-hydrolysing) [EC:6.3.5.1]	29691.61	26158.65	16469.87	24146.5	12562.48	13316.12	5820.0	13706.26	9837.78	25764.0	14946.169999999998	23998.97	35207.3	17499.83	17962.0
K01951	guaA, GMPS; GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2]	32847.7	41893.92	24247.92	29578.77	27366.61	19290.0	21423.3	18006.260000000002	13421.27	32493.12	25899.740000000005	26626.28	50869.97	21279.6	31153.74
K01952	purL, PFAS; phosphoribosylformylglycinamidine synthase [EC:6.3.5.3]	36607.28	39184.62	24818.42	25745.77	18848.31	22329.4	46356.7	17150.55	14632.34	31988.11	24909.74	26902.6	41460.77	19321.1	25266.78
K01953	asnB, ASNS; asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]	3990.74	24074.3	3067.1000000000004	17095.6	6838.57	8571.279999999999	29173.8	2769.97	15533.27	1988.55	9517.6	730.8499999999999	20132.7	5835.42	5714.9
K01955	carB, CPA2; carbamoyl-phosphate synthase large subunit [EC:6.3.5.5]	33072.73	59183.72	24476.62	42756.77	18519.11	21086.4	31961.7	17787.96	20255.24	32802.87	26921.64	26818.6	52732.77	23276.6	24786.44
K01956	carA, CPA1; carbamoyl-phosphate synthase small subunit [EC:6.3.5.5]	32582.31	38524.72	24438.95	24921.77	18326.11	20083.4	20573.7	16744.21	11808.51	31390.37	22391.17	26369.93	36618.27	18991.1	24336.44
K01958	PC, pyc; pyruvate carboxylase [EC:6.4.1.1]	17155.42	11727.85	5492.2	825.5	4677.8	274.92	12413.0	607.58	1427.92	5326.6	3585.1	1539.0	5799.0	4919.33	4054.0
K01959	pycA; pyruvate carboxylase subunit A [EC:6.4.1.1]	0.0	0.0	0.0	0.0	0.67	0.0	0.0	0.0	122.0	0.0	0.0	2.0	0.0	0.0	613.0
K01960	pycB; pyruvate carboxylase subunit B [EC:6.4.1.1]	768.17	35038.0	20.67	28466.0	81.67	30.0	1630.0	2077.83	5553.73	34.25	3927.47	492.42	31707.0	8127.0	678.0000000000001
K01961	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	3734.31	20431.37	2872.58	18928.77	6563.31	6521.07	21307.7	4593.79	5751.2	1713.1	8011.6	1588.2600000000002	21516.77	7755.930000000001	6077.77
K01962	accA; acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2 2.1.3.15]	2603.39	2163.12	2728.58	3769.77	6447.31	6013.0	20013.5	2449.26	2082.78	1182.6	5739.6	1206.7600000000002	1754.5699999999997	1502.6	5652.77
K01963	accD; acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2 2.1.3.15]	3017.8900000000003	3145.6200000000003	2803.08	4514.77	6607.31	6477.4	21587.7	2531.96	5353.280000000001	1662.1	6762.6	1295.7600000000002	2798.77	1534.6	6057.77
K01965	PCCA, pccA; propionyl-CoA carboxylase alpha chain [EC:6.4.1.3]	2.4	0.0	0.0	0.0	0.0	0.0	0.0	36.0	2.0	0.0	0.0	7.0	2.0	0.0	0.0
K01966	PCCB, pccB; propionyl-CoA carboxylase beta chain [EC:6.4.1.3 2.1.3.15]	479.5700000000001	17519.0	31.67	14864.0	57.0	22.0	10.0	2112.17	5512.33	23.17	3111.67	352.17	19415.0	6243.0	183.67
K01968	E6.4.1.4A; 3-methylcrotonyl-CoA carboxylase alpha subunit [EC:6.4.1.4]	1.67	0.0	0.0	0.0	0.67	0.0	0.0	18.0	22.33	12.4	28.9	9.0	0.0	0.0	677.2
K01969	E6.4.1.4B; 3-methylcrotonyl-CoA carboxylase beta subunit [EC:6.4.1.4]	3.67	0.0	0.0	0.0	0.67	0.0	0.0	18.0	22.33	12.4	28.9	9.0	2.0	0.0	677.2
K01971	ligD; bifunctional non-homologous end joining protein LigD [EC:6.5.1.1]	333.84000000000003	390.5	53.5	27.0	2.67	42.0	0.0	104.0	57.16	59.5	40.0	4.0	13.0	13.0	638.0000000000001
K01972	E6.5.1.2, ligA, ligB; DNA ligase (NAD+) [EC:6.5.1.2]	32502.71	40295.22	25606.95	27375.37	23343.28	22338.4	24775.7	17663.809999999998	14438.71	31808.370000000003	27001.67	26453.53	36388.67	20006.7	29174.340000000004
K01974	RTCA, rtcA; RNA 3'-terminal phosphate cyclase (ATP) [EC:6.5.1.4]	228.2	1051.2	1583.2	1907.6	709.4	3150.2	4190.2	1013.2	1002.4	13.4	4224.7	16.8	218.8	1037.6	846.8000000000001
K01975	thpR; RNA 2',3'-cyclic 3'-phosphodiesterase [EC:3.1.4.58]	594.3000000000001	1241.1	1708.7	3106.6	5399.969999999999	3209.0	4199.0	1095.1	1686.2	128.1	4638.6	101.6	269.4	1066.6	4333.9
K01989	ABC.X4.S; putative ABC transport system substrate-binding protein	19759.5	31182.54	11830.06	2878.34	9327.6	3752.06	34093.7	4898.86	5381.66	12870.2	9284.2	5353.32	4656.04	5593.34	9981.34
K01990	ABC-2.A; ABC-2 type transport system ATP-binding protein	122922.13999999998	149088.90000000002	116898.33	104408.4	70823.22	104810.75	171574.0	99832.64	62079.41	165954.69999999998	103544.18	154893.72999999998	174832.0	84387.70000000001	113358.05
K01991	ABC-2.OM, wza; polysaccharide biosynthesis/export protein	1492.7199999999998	48734.8	8171.07	37700.2	10038.71	7298.2	8448.199999999999	7695.379999999999	12435.33	5802.5	16483.77	2128.07	64662.2	17470.7	10250.2
K01992	ABC-2.P; ABC-2 type transport system permease protein	92739.01	143191.6	75437.70999999999	110937.6	61166.68	71005.5	155056.0	67099.59	69645.54000000001	96232.12	84587.31	85972.51	179717.8	70665.9	83656.12
K01993	ABC-2.TX; HlyD family secretion protein	16669.46	48854.2	8227.07	35258.2	14703.6	7320.0	8457.0	5714.110000000001	13122.19	5842.1	17114.370000000003	2169.87	51823.3	17629.7	12123.999999999998
K01994	gerE; LuxR family transcriptional regulator, transcriptional regulator of spore coat protein	46.0	90.0	2.0	175.0	0.0	481.0	2362.0	29.0	103.0	309.0	342.0	11.0	72.0	114.0	0.0
K01995	livG; branched-chain amino acid transport system ATP-binding protein	15735.54	14557.77	18468.53	11041.27	13367.64	15565.919999999998	17588.5	14898.84	4951.870000000001	27842.6	16400.6	24577.26	14440.57	9594.93	21143.07
K01996	livF; branched-chain amino acid transport system ATP-binding protein	15739.94	14546.77	18468.53	11039.27	13367.64	15565.919999999998	17588.5	14898.84	4953.870000000001	27862.6	16400.6	24577.26	14440.57	9594.93	21143.07
K01997	livH; branched-chain amino acid transport system permease protein	15743.94	14548.77	18468.53	11037.27	13367.64	15565.919999999998	17588.5	14898.84	4951.870000000001	27872.6	16400.6	24597.26	14440.57	9594.93	21143.07
K01998	livM; branched-chain amino acid transport system permease protein	15744.96	14694.02	18468.53	11037.27	13367.64	15566.34	16783.5	14901.919999999998	4953.29	27872.6	16400.6	24594.26	14440.57	9596.259999999998	21143.07
K01999	livK; branched-chain amino acid transport system substrate-binding protein	16003.14	16021.37	20083.73	14078.87	18762.44	18737.92	22405.5	15943.94	6594.570000000001	27915.2	21038.2	24690.36	18871.97	10650.53	24860.97
K02000	proV; glycine betaine/proline transport system ATP-binding protein [EC:3.6.3.32]	2213.05	1604.6	2045.2	10162.6	5779.639999999999	3187.0	16312.5	3268.85	1800.7	289.85	5236.6	1071.35	14949.4	3550.1	5064.9
K02001	proW; glycine betaine/proline transport system permease protein	427.55000000000007	1570.6	1663.2	7582.599999999999	5434.639999999999	3187.0	4199.0	2170.85	1669.2	100.85	4975.6	235.35	14764.9	3505.1	4979.9
K02002	proX; glycine betaine/proline transport system substrate-binding protein	2282.05	1608.6	2045.2	7747.599999999999	5773.66	3187.0	16312.5	3366.85	1805.2	322.85	5236.6	1084.35	14949.4	3556.1	8740.9
K02003	ABC.CD.A; putative ABC transport system ATP-binding protein	128110.31	162428.03	129253.93	119176.63	76246.08	106488.22	130177.8	103947.94	55435.11	188631.36	105202.91	174396.1	202882.03	88520.43000000001	126428.94
K02004	ABC.CD.P; putative ABC transport system permease protein	131926.73	246675.19	129598.6	183922.29	76980.08	105046.27	152880.2	104843.17	65979.9	188213.69	108010.84	175046.61000000002	259496.09	99776.93	124402.93
K02005	ABC.CD.TX; HlyD family secretion protein	17621.489999999998	65084.27	5902.55	43974.67	4894.34	404.33	17358.5	4967.07	16303.79	6191.35	10002.37	3158.58	68856.17	17505.17	5288.67
K02006	cbiO; cobalt/nickel transport system ATP-binding protein	142.51	3273.1	402.72	1647.5	642.34	904.74	4225.2	108.86	5579.17	323.6	2976.77	133.67000000000002	1005.2	135.66	10.0
K02007	cbiM; cobalt/nickel transport system permease protein	142.51	3205.1	402.72	1648.5	689.3399999999999	904.74	4225.2	108.86	2781.17	331.6	2836.77	115.67	1005.2	135.66	0.0
K02008	cbiQ; cobalt/nickel transport system permease protein	142.51	3205.1	402.72	1648.5	689.3399999999999	904.74	5030.2	108.86	2781.17	331.6	2836.77	115.67	1005.2	135.66	0.0
K02009	cbiN; cobalt/nickel transport protein	61.42	2674.85	356.05	1000.5	483.34	402.57	2321.2	205.03	300.42	34.6	509.1	68.5	231.2	22.33	0.0
K02010	afuC, fbpC; iron(III) transport system ATP-binding protein [EC:3.6.3.30]	2288.17	2154.9700000000003	2714.55	4963.669999999999	16420.379999999997	2468.63	18279.6	464.73	5203.56	3893.9	6091.17	625.73	940.67	398.67	11661.07
K02011	afuB, fbpB; iron(III) transport system permease protein	1787.67	1914.67	1534.2799999999995	5138.669999999999	15128.649999999998	2033.23	9181.9	1398.53	4981.06	3957.1	4713.2	1173.73	919.97	398.67	12282.07
K02012	afuA, fbpA; iron(III) transport system substrate-binding protein	17091.09	13210.92	6438.13	6063.669999999999	18990.19	2292.65	7012.9	1840.61	3603.48	9666.1	8822.2	2484.06	6122.97	5272.0	16310.07
K02013	ABC.FEV.A; iron complex transport system ATP-binding protein [EC:3.6.3.34]	81234.48	97815.29	44019.95	50949.64	61181.81	29600.63	59646.0	22473.119999999995	27923.27	49905.5	48696.84	32532.74	59960.240000000005	38558.97	54979.89
K02014	TC.FEV.OM; iron complex outermembrane recepter protein	33712.22	113429.8	13439.74	97650.2	37419.9	8403.449999999999	8561.199999999999	10692.28	36654.63	11870.6	28712.54	4893.07	129984.7	37937.7	35311.0
K02015	ABC.FEV.P; iron complex transport system permease protein	54526.740000000005	88394.45999999999	27339.43	50217.51	57554.15	23140.16	95141.7	12648.92	27804.54	20715.870000000003	46254.94	9349.13	49066.61	27561.84	42992.73
K02016	ABC.FEV.S; iron complex transport system substrate-binding protein	66388.94	94402.59	27189.78	47762.64	62644.11	15275.829999999998	49110.9	8592.550000000001	26450.71	24676.53	38277.77	8639.67	48749.74	30116.97	46366.32000000001
K02017	modC; molybdate transport system ATP-binding protein [EC:3.6.3.29]	16001.39	13396.95	7006.9	4239.099999999999	9803.77	4583.32	5865.2	1677.88	3112.9500000000003	6596.1	9070.6	1655.1	5730.599999999999	6034.93	9319.1
K02018	modB; molybdate transport system permease protein	16103.39	13490.05	7364.95	4609.099999999999	10210.11	4625.32	6025.2	1823.05	3244.9500000000003	6647.370000000001	9339.7	1784.6	5781.599999999999	6128.93	9493.77
